elapsed_s,raw_bass,smoothed_b,scaled_b,mean_history,kick_ratio_needed,drop_ratio_needed,is_kick,is_drop,beat_bpm
10.415,1.76162,1.78829,80,93.80,121.94,168.84,0,0,100.5
10.416,1.59709,1.69269,76,93.33,121.32,167.99,0,0,100.5
10.416,2.07997,1.88633,84,92.97,120.87,167.35,0,0,100.5
10.416,2.32051,2.10342,94,93.08,121.00,167.53,0,0,100.5
10.416,1.97938,2.04140,91,92.40,120.12,166.32,0,0,100.5
10.416,2.60183,2.32162,104,93.12,121.06,167.62,0,0,100.5
10.501,2.26662,2.29412,103,92.75,120.58,166.95,0,0,100.5
10.501,0.87276,1.58344,71,92.60,120.38,166.68,0,0,100.5
10.501,3.54014,2.56179,115,92.95,120.84,167.31,0,0,100.5
10.501,0.75390,1.65784,74,93.00,120.90,167.40,0,0,100.5
10.501,5.03134,3.34459,150,94.05,122.27,169.29,1,0,100.5
10.501,0.99663,2.17061,97,94.35,122.66,169.83,0,0,100.5
10.502,4.15212,3.16136,142,95.35,123.95,171.63,1,0,100.5
10.585,2.11800,2.63968,118,96.12,124.96,173.03,0,0,100.5
10.585,4.03592,3.33780,150,97.45,126.69,175.41,1,0,100.5
10.585,2.24245,2.79013,125,98.42,127.95,177.16,0,0,100.5
10.585,1.66429,2.22721,100,98.75,128.38,177.75,0,0,100.5
10.586,4.65456,3.44088,154,100.10,130.13,180.18,1,0,100.5
10.586,0.91217,2.17653,97,100.83,131.07,181.49,0,0,100.5
10.586,4.78515,3.48084,156,102.05,132.66,183.69,1,0,100.5
10.670,0.83765,2.15924,97,102.47,133.22,184.45,0,0,100.5
10.670,4.44413,3.30168,148,103.50,134.55,186.30,1,0,100.5
10.671,0.90073,2.10121,94,103.80,134.94,186.84,0,0,100.5
10.671,2.85928,2.48024,111,103.53,134.58,186.35,0,0,100.5
10.671,1.91251,2.19638,98,103.83,134.97,186.89,0,0,100.5
10.671,1.97450,2.08544,93,103.20,134.16,185.76,0,0,100.5
10.671,3.15519,2.62031,117,103.88,135.04,186.97,0,0,100.5
10.671,0.89040,1.75536,78,103.20,134.16,185.76,0,0,100.5
10.756,3.63308,2.69422,121,104.08,135.30,187.34,0,0,100.5
10.757,0.24778,1.47100,66,103.78,134.91,186.80,0,0,100.5
10.757,4.23759,2.85429,128,104.60,135.98,188.28,0,0,100.5
10.757,1.28174,2.06802,93,104.95,136.44,188.91,0,0,100.5
10.757,2.03707,2.05255,92,104.53,135.88,188.15,0,0,100.5
10.757,1.98616,2.01935,90,104.55,135.91,188.19,0,0,100.5
10.758,1.12975,1.57455,70,103.40,134.42,186.12,0,0,100.5
10.841,3.37531,2.47493,111,103.97,135.17,187.16,0,0,100.5
10.842,0.21160,1.34327,60,102.70,133.51,184.86,0,0,100.5
10.842,2.44068,1.89197,85,102.97,133.87,185.35,0,0,100.5
10.842,0.49241,1.19219,53,101.67,132.18,183.01,0,0,100.5
10.843,2.71773,1.95496,87,101.83,132.37,183.28,0,0,100.5
10.843,2.37407,2.16452,97,102.25,132.93,184.05,0,0,100.5
10.843,1.74374,1.95413,87,102.53,133.28,184.55,0,0,100.5
10.843,2.80322,2.37868,107,103.10,134.03,185.58,0,0,100.5
10.927,0.40416,1.39142,62,102.30,132.99,184.14,0,0,100.5
10.927,2.81698,2.10420,94,102.38,133.09,184.28,0,0,100.5
10.927,0.49709,1.30065,58,101.22,131.59,182.20,0,0,100.5
10.927,2.35394,1.82729,82,100.70,130.91,181.26,0,0,100.5
10.927,1.09213,1.45971,65,100.55,130.72,180.99,0,0,100.5
10.927,1.07135,1.26553,56,99.08,128.80,178.34,0,0,100.5
10.928,2.33490,1.80021,81,99.25,129.03,178.65,0,0,100.5
11.013,0.75895,1.27958,57,96.92,126.00,174.47,0,0,100.5
11.013,3.35104,2.31531,104,97.10,126.23,174.78,0,0,100.5
11.013,0.87858,1.59694,71,95.33,123.92,171.59,0,0,100.5
11.013,2.77485,2.18590,98,94.83,123.27,170.69,0,0,100.5
11.013,1.28614,1.73602,78,93.03,120.93,167.45,0,0,100.5
11.014,1.17734,1.45668,65,91.53,118.98,164.75,0,0,100.5
11.014,1.51517,1.48592,66,90.67,117.88,163.22,0,0,100.5
11.097,0.76258,1.12425,50,88.08,114.50,158.53,0,0,100.5
11.098,3.07903,2.10164,94,88.00,114.40,158.40,0,0,100.5
11.098,0.68612,1.39388,62,85.65,111.35,154.17,0,0,100.5
11.098,2.68134,2.03761,91,85.50,111.15,153.90,0,0,100.5
11.099,1.08985,1.56373,70,83.55,108.61,150.39,0,0,100.5
11.099,1.75776,1.66075,74,83.05,107.97,149.49,0,0,100.5
11.099,1.89898,1.77986,80,82.28,106.96,148.10,0,0,100.5
11.100,1.13022,1.45504,65,81.45,105.89,146.61,0,0,100.5
11.183,2.90555,2.18029,98,81.58,106.05,146.84,0,0,100.5
11.183,0.75923,1.46976,66,80.30,104.39,144.54,0,0,100.5
11.183,2.72252,2.09614,94,80.70,104.91,145.26,0,0,100.5
11.183,0.82830,1.46222,65,79.30,103.09,142.74,0,0,100.5
11.184,1.59269,1.52746,68,79.35,103.16,142.83,0,0,100.5
11.184,1.39955,1.46350,65,77.78,101.11,140.00,0,0,100.5
11.184,1.03880,1.25115,56,76.85,99.91,138.33,0,0,100.5
11.268,3.03735,2.14425,96,76.95,100.04,138.51,0,0,100.5
11.269,0.71429,1.42927,64,76.30,99.19,137.34,0,0,100.5
11.269,2.05821,1.74374,78,76.50,99.45,137.70,0,0,100.5
11.270,1.06829,1.40601,63,75.30,97.89,135.54,0,0,100.5
11.270,2.02355,1.71478,77,75.72,98.44,136.31,0,0,100.5
11.270,1.65938,1.68708,75,75.47,98.12,135.85,0,0,100.5
11.270,1.03401,1.36054,61,75.67,98.38,136.22,0,0,100.5
11.354,2.25097,1.80576,81,75.53,98.18,135.95,0,0,100.5
11.354,0.40615,1.10595,49,74.33,96.62,133.78,0,0,100.5
11.354,2.46044,1.78320,80,74.15,96.40,133.47,0,0,100.5
11.355,0.70193,1.24257,55,72.85,94.70,131.13,0,0,100.5
11.355,2.59050,1.91653,86,73.45,95.49,132.21,0,0,100.5
11.355,1.98306,1.94980,87,73.28,95.26,131.90,0,0,100.5
11.355,1.41019,1.67999,75,73.70,95.81,132.66,0,0,100.5
11.355,2.21051,1.94525,87,73.83,95.97,132.89,0,0,100.5
11.438,0.75824,1.35175,60,73.70,95.81,132.66,0,0,100.5
11.438,2.74641,2.04908,92,74.60,96.98,134.28,0,0,100.5
11.439,1.13762,1.59335,71,74.35,96.66,133.83,0,0,100.5
11.439,2.93023,2.26179,101,75.45,98.09,135.81,1,0,87.9
11.439,1.36718,1.81449,81,74.88,97.34,134.78,0,0,87.9
11.439,1.57060,1.69255,76,75.00,97.50,135.00,0,0,87.9
11.440,1.61781,1.65518,74,74.40,96.72,133.92,0,0,87.9
11.525,1.47365,1.56441,70,74.20,96.46,133.56,0,0,87.9
11.525,2.37144,1.96792,88,74.78,97.21,134.60,0,0,87.9
11.525,1.41421,1.69107,76,75.03,97.53,135.05,0,0,87.9
11.525,2.02754,1.85930,83,75.85,98.60,136.53,0,0,87.9
11.525,1.40706,1.63318,73,75.33,97.92,135.59,0,0,87.9
11.525,2.01788,1.82553,82,75.83,98.57,136.49,0,0,87.9
11.526,1.12465,1.47509,66,75.20,97.76,135.36,0,0,87.9
11.609,1.16706,1.32107,59,74.92,97.40,134.87,0,0,87.9
11.610,2.03607,1.67857,75,74.95,97.44,134.91,0,0,87.9
11.610,1.20281,1.44069,64,74.55,96.92,134.19,0,0,87.9
11.610,2.41479,1.92774,86,75.08,97.60,135.14,0,0,87.9
11.610,1.13269,1.53021,68,74.33,96.62,133.78,0,0,87.9
11.610,2.34910,1.93966,87,74.85,97.30,134.73,0,0,87.9
11.610,1.57266,1.75616,79,74.47,96.82,134.06,0,0,87.9
11.610,1.59952,1.67784,75,74.72,97.14,134.50,0,0,87.9
11.695,2.02872,1.85328,83,75.10,97.63,135.18,0,0,87.9
11.696,1.58889,1.72108,77,75.40,98.02,135.72,0,0,87.9
11.697,2.38214,2.05161,92,76.30,99.19,137.34,0,0,87.9
11.697,1.05120,1.55141,69,75.62,98.31,136.12,0,0,87.9
11.697,2.14694,1.84917,83,76.10,98.93,136.98,0,0,87.9
11.698,1.33663,1.59290,71,75.92,98.70,136.66,0,0,87.9
11.698,1.35118,1.47204,66,76.00,98.80,136.80,0,0,87.9
11.781,1.83379,1.65292,74,75.92,98.70,136.66,0,0,87.9
11.782,1.83195,1.74243,78,76.00,98.80,136.80,0,0,87.9
11.783,2.16771,1.95507,87,76.65,99.65,137.97,0,0,87.9
11.783,1.19665,1.57586,70,76.38,99.29,137.47,0,0,87.9
11.783,2.10203,1.83895,82,77.20,100.36,138.96,0,0,87.9
11.783,1.36382,1.60138,72,77.00,100.10,138.60,0,0,87.9
11.783,1.31756,1.45947,65,77.25,100.42,139.05,0,0,87.9
11.865,1.62345,1.54146,69,76.83,99.87,138.28,0,0,87.9
11.866,1.58644,1.56395,70,76.40,99.32,137.52,0,0,87.9
11.866,2.37847,1.97121,88,76.72,99.74,138.10,0,0,87.9
11.866,1.05449,1.51285,68,76.25,99.12,137.25,0,0,87.9
11.867,2.91319,2.21302,99,77.22,100.39,139.00,0,0,87.9
11.867,1.24236,1.72769,77,76.85,99.91,138.33,0,0,87.9
11.867,1.30936,1.51853,68,76.78,99.81,138.20,0,0,87.9
11.867,1.28073,1.39963,62,75.80,98.54,136.44,0,0,87.9
11.950,1.08087,1.24025,55,75.15,97.70,135.27,0,0,87.9
11.951,2.32756,1.78391,80,75.25,97.83,135.45,0,0,87.9
11.951,1.39029,1.58710,71,75.17,97.73,135.31,0,0,87.9
11.952,1.90601,1.74655,78,75.38,97.99,135.68,0,0,87.9
11.952,1.36455,1.55555,69,74.90,97.37,134.82,0,0,87.9
11.952,2.11702,1.83628,82,75.05,97.56,135.09,0,0,87.9
11.953,1.39323,1.61476,72,74.78,97.21,134.60,0,0,87.9
12.036,1.53419,1.57448,70,74.70,97.11,134.46,0,0,87.9
12.037,2.16933,1.87190,84,74.75,97.17,134.55,0,0,87.9
12.037,1.56929,1.72060,77,75.03,97.53,135.05,0,0,87.9
12.037,2.04444,1.88252,84,75.65,98.35,136.17,0,0,87.9
12.038,1.22603,1.55427,69,75.50,98.15,135.90,0,0,87.9
12.038,1.87543,1.71485,77,75.83,98.57,136.49,0,0,87.9
12.038,1.27446,1.49465,67,75.35,97.95,135.63,0,0,87.9
12.122,1.49019,1.49242,67,75.33,97.92,135.59,0,0,87.9
12.122,1.96619,1.72931,77,75.08,97.60,135.14,0,0,87.9
12.122,1.49345,1.61138,72,74.90,97.37,134.82,0,0,87.9
12.123,2.15813,1.88476,84,75.12,97.66,135.22,0,0,87.9
12.123,1.20469,1.54473,69,74.78,97.21,134.60,0,0,87.9
12.123,1.89490,1.71981,77,74.78,97.21,134.60,0,0,87.9
12.124,1.32020,1.52000,68,74.17,96.43,133.51,0,0,87.9
12.124,1.74136,1.63068,73,74.28,96.56,133.70,0,0,87.9
12.207,1.83744,1.73406,78,74.15,96.40,133.47,0,0,87.9
12.207,1.20456,1.46931,66,74.03,96.23,133.25,0,0,87.9
12.207,2.02603,1.74767,78,74.33,96.62,133.78,0,0,87.9
12.207,1.33129,1.53948,69,74.20,96.46,133.56,0,0,87.9
12.207,1.77147,1.65547,74,74.10,96.33,133.38,0,0,87.9
12.207,1.17852,1.41700,63,73.50,95.55,132.30,0,0,87.9
12.207,1.48158,1.44929,65,73.38,95.39,132.08,0,0,87.9
12.292,1.57381,1.51155,68,73.03,94.93,131.45,0,0,87.9
12.292,2.10229,1.80692,81,73.25,95.23,131.85,0,0,87.9
12.293,1.71689,1.76190,79,73.60,95.68,132.48,0,0,87.9
12.293,1.27632,1.51911,68,73.58,95.65,132.44,0,0,87.9
12.293,1.75245,1.63578,73,73.65,95.75,132.57,0,0,87.9
12.293,1.46907,1.55243,69,73.17,95.13,131.72,0,0,87.9
12.293,1.39174,1.47208,66,73.12,95.06,131.62,0,0,87.9
12.377,1.51881,1.49544,67,72.33,94.02,130.19,0,0,87.9
12.377,2.15522,1.82533,82,72.45,94.19,130.41,0,0,87.9
12.378,2.11088,1.96811,88,72.95,94.84,131.31,0,0,87.9
12.378,1.98913,1.97862,89,73.62,95.71,132.53,0,0,87.9
12.378,2.22094,2.09978,94,74.60,96.98,134.28,0,0,87.9
12.378,1.61512,1.85745,83,74.67,97.08,134.41,0,0,87.9
12.378,1.38989,1.62367,73,74.72,97.14,134.50,0,0,87.9
12.378,1.48002,1.55185,69,74.50,96.85,134.10,0,0,87.9
12.463,2.37772,1.96478,88,74.97,97.47,134.95,0,0,87.9
12.464,1.83776,1.90127,85,75.05,97.56,135.09,0,0,87.9
12.464,1.76628,1.83378,82,75.30,97.89,135.54,0,0,87.9
12.464,1.68936,1.76157,79,75.53,98.18,135.95,0,0,87.9
12.465,1.54160,1.65159,74,75.28,97.86,135.50,0,0,87.9
12.465,1.86250,1.75705,79,75.33,97.92,135.59,0,0,87.9
12.465,1.08887,1.42296,64,74.83,97.27,134.69,0,0,87.9
12.548,2.35998,1.89147,85,75.22,97.79,135.41,0,0,87.9
12.549,1.99862,1.94505,87,75.47,98.12,135.85,0,0,87.9
12.549,1.75724,1.85114,83,75.88,98.64,136.58,0,0,87.9
12.549,1.63669,1.74392,78,76.15,99.00,137.07,0,0,87.9
12.550,1.53606,1.63999,73,76.05,98.86,136.89,0,0,87.9
12.550,1.80173,1.72086,77,76.17,99.03,137.12,0,0,87.9
12.551,1.15715,1.43900,64,75.67,98.38,136.22,0,0,87.9
12.551,2.19814,1.81857,81,75.97,98.77,136.75,0,0,87.9
12.633,1.58893,1.70375,76,75.95,98.74,136.71,0,0,87.9
12.634,1.78292,1.74333,78,76.20,99.06,137.16,0,0,87.9
12.634,1.60729,1.67531,75,76.25,99.12,137.25,0,0,87.9
12.634,1.69105,1.68318,75,76.17,99.03,137.12,0,0,87.9
12.634,1.79388,1.73853,78,76.47,99.42,137.66,0,0,87.9
12.634,1.50834,1.62344,73,76.35,99.25,137.43,0,0,87.9
12.634,2.82106,2.22225,100,77.12,100.26,138.83,0,0,87.9
12.719,1.52296,1.87260,84,77.38,100.59,139.28,0,0,87.9
12.720,1.97404,1.92332,86,77.95,101.34,140.31,0,0,87.9
12.720,2.03818,1.98075,89,78.55,102.11,141.39,0,0,87.9
12.721,1.41800,1.69937,76,78.75,102.38,141.75,0,0,87.9
12.721,1.99231,1.84584,83,78.80,102.44,141.84,0,0,87.9
12.721,1.21993,1.53289,68,78.53,102.08,141.35,0,0,87.9
12.721,2.83702,2.18495,98,79.28,103.06,142.70,0,0,87.9
12.804,1.49953,1.84224,82,79.50,103.35,143.10,0,0,87.9
12.805,2.21219,2.02722,91,80.05,104.06,144.09,0,0,87.9
12.805,1.84002,1.93362,87,80.58,104.75,145.03,0,0,87.9
12.805,1.35535,1.64449,74,80.75,104.98,145.35,0,0,87.9
12.806,2.01611,1.83030,82,80.75,104.98,145.35,0,0,87.9
12.806,0.98381,1.40706,63,80.12,104.16,144.22,0,0,87.9
12.806,2.28920,1.84813,83,79.97,103.97,143.95,0,0,87.9
12.806,1.29633,1.57223,70,79.38,103.19,142.88,0,0,87.9
12.890,2.28837,1.93030,86,79.45,103.29,143.01,0,0,87.9
12.890,1.55292,1.74161,78,79.58,103.45,143.24,0,0,87.9
12.891,1.57222,1.65692,74,79.70,103.61,143.46,0,0,87.9
12.891,1.53283,1.59487,71,79.28,103.06,142.70,0,0,87.9
12.891,1.01129,1.30308,58,78.60,102.18,141.48,0,0,87.9
12.892,2.75692,2.03000,91,78.83,102.47,141.89,0,0,87.9
12.892,1.14190,1.58595,71,78.62,102.21,141.53,0,0,87.9
12.976,2.07922,1.83258,82,78.83,102.47,141.89,0,0,87.9
12.976,1.24465,1.53862,69,78.58,102.15,141.44,0,0,87.9
12.977,1.62460,1.58161,71,78.75,102.38,141.75,0,0,87.9
12.977,1.78182,1.68171,75,78.50,102.05,141.30,0,0,87.9
12.977,0.99556,1.33863,60,77.83,101.17,140.09,0,0,87.9
12.977,2.75832,2.04848,92,78.05,101.47,140.49,0,0,87.9
12.977,0.97323,1.51086,67,77.78,101.11,140.00,0,0,87.9
13.060,2.15177,1.83131,82,78.00,101.40,140.40,0,0,87.9
13.060,0.99683,1.41407,63,77.65,100.95,139.77,0,0,87.9
13.060,1.80147,1.60777,72,77.85,101.20,140.13,0,0,87.9
13.060,1.77134,1.68956,76,77.72,101.04,139.91,0,0,87.9
13.060,1.02306,1.35631,61,77.35,100.55,139.23,0,0,87.9
13.061,2.68519,2.02075,90,77.65,100.95,139.77,0,0,87.9
13.061,0.79508,1.40792,63,77.35,100.55,139.23,0,0,87.9
13.061,2.20938,1.80865,81,77.50,100.75,139.50,0,0,87.9
13.146,0.81024,1.30945,58,77.00,100.10,138.60,0,0,87.9
13.146,1.93514,1.62229,73,77.00,100.10,138.60,0,0,87.9
13.146,1.85376,1.73803,78,76.45,99.39,137.61,0,0,87.9
13.146,1.04023,1.38913,62,75.90,98.67,136.62,0,0,87.9
13.146,2.59882,1.99397,89,75.97,98.77,136.75,0,0,87.9
13.146,0.81716,1.40556,63,75.33,97.92,135.59,0,0,87.9
13.146,2.27049,1.83803,82,75.47,98.12,135.85,0,0,87.9
13.231,0.83243,1.33523,60,74.90,97.37,134.82,0,0,87.9
13.231,2.27674,1.80598,81,75.22,97.79,135.41,0,0,87.9
13.232,2.05350,1.92974,86,74.92,97.40,134.87,0,0,87.9
13.232,1.19952,1.56463,70,74.62,97.01,134.33,0,0,87.9
13.232,2.31993,1.94228,87,74.53,96.88,134.15,0,0,87.9
13.233,0.64728,1.29478,58,73.80,95.94,132.84,0,0,87.9
13.233,2.43021,1.86250,83,74.03,96.23,133.25,0,0,87.9
13.317,0.82361,1.34305,60,73.47,95.52,132.25,0,0,87.9
13.318,1.87575,1.60940,72,73.70,95.81,132.66,0,0,87.9
13.319,1.60787,1.60863,72,73.42,95.45,132.16,0,0,87.9
13.319,1.21754,1.41309,63,73.25,95.23,131.85,0,0,87.9
13.319,1.90050,1.65679,74,72.95,94.84,131.31,0,0,87.9
13.319,0.68368,1.17024,52,72.30,93.99,130.14,0,0,87.9
13.320,2.71135,1.94080,87,72.62,94.41,130.72,0,0,87.9
13.320,0.81495,1.37787,62,72.40,94.12,130.32,0,0,87.9
13.402,2.38857,1.88322,84,73.05,94.97,131.49,0,0,87.9
13.403,1.41366,1.64844,74,72.62,94.41,130.72,0,0,87.9
13.404,1.19616,1.42230,64,72.45,94.19,130.41,0,0,87.9
13.405,1.63334,1.52782,68,72.10,93.73,129.78,0,0,87.9
13.405,0.63214,1.07998,48,71.58,93.05,128.84,0,0,87.9
13.405,2.89351,1.98675,89,72.03,93.63,129.65,0,0,87.9
13.405,0.82636,1.40655,63,71.72,93.24,129.10,0,0,87.9
13.489,2.22507,1.81581,81,72.25,93.92,130.05,0,0,87.9
13.489,1.14023,1.47802,66,71.60,93.08,128.88,0,0,87.9
13.489,1.18284,1.33043,59,71.40,92.82,128.52,0,0,87.9
13.489,1.44900,1.38972,62,70.90,92.17,127.62,0,0,87.9
13.490,0.69128,1.04050,46,70.47,91.62,126.85,0,0,87.9
13.490,2.55319,1.79685,80,70.67,91.88,127.22,0,0,87.9
13.490,0.93665,1.36675,61,70.30,91.39,126.54,0,0,87.9
13.572,1.92042,1.64358,73,70.60,91.78,127.08,0,0,87.9
13.572,0.39859,1.02109,45,69.47,90.32,125.05,0,0,87.9
13.573,1.93941,1.48025,66,69.55,90.42,125.19,0,0,87.9
13.573,2.06984,1.77504,79,69.50,90.35,125.10,0,0,87.9
13.573,1.62613,1.70059,76,69.95,90.94,125.91,0,0,87.9
13.573,3.76307,2.73183,122,71.17,92.53,128.12,1,0,0.0
13.573,1.40356,2.06770,93,71.55,93.02,128.79,0,0,0.0
13.574,3.87160,2.96965,133,73.33,95.32,131.99,0,1,0.0
13.657,3.34076,3.15521,141,74.62,97.01,134.33,0,1,0.0
13.658,2.87731,3.01626,135,76.42,99.35,137.56,1,0,0.0
13.658,4.19299,3.60462,162,78.42,101.95,141.16,0,1,0.0
13.658,1.96438,2.78450,125,80.05,104.06,144.09,1,0,0.0
13.658,3.31973,3.05212,137,81.45,105.89,146.61,1,0,0.0
13.658,2.35018,2.70115,121,82.33,107.02,148.19,1,0,0.0
13.658,1.93694,2.31905,104,83.17,108.13,149.72,0,0,0.0
13.743,3.70346,3.01125,135,84.38,109.69,151.88,1,0,0.0
13.743,1.75523,2.38324,107,85.60,111.28,154.08,0,0,0.0
13.744,2.76850,2.57587,115,86.40,112.32,155.52,1,0,0.0
13.744,2.43704,2.50646,112,87.70,114.01,157.86,0,0,0.0
13.744,2.02953,2.26800,102,88.45,114.99,159.21,0,0,0.0
13.744,2.41975,2.34387,105,89.28,116.06,160.70,0,0,0.0
13.744,1.36295,1.85341,83,89.78,116.71,161.60,0,0,0.0
13.828,2.36604,2.10973,94,90.28,117.36,162.50,0,0,0.0
13.828,3.03890,2.57431,115,91.85,119.41,165.33,0,0,0.0
13.828,0.93517,1.75474,78,91.62,119.11,164.93,0,0,0.0
13.828,2.68906,2.22190,99,92.55,120.31,166.59,0,0,0.0
13.829,2.07900,2.15045,96,92.85,120.70,167.13,0,0,0.0
13.829,1.45489,1.80267,81,93.03,120.93,167.45,0,0,0.0
13.829,2.53581,2.16924,97,93.85,122.00,168.93,0,0,0.0
13.829,2.16861,2.16893,97,94.58,122.95,170.24,0,0,0.0
13.913,1.94032,2.05462,92,95.67,124.38,172.22,0,0,0.0
13.914,3.02864,2.54163,114,96.30,125.19,173.34,0,0,0.0
13.914,1.79723,2.16943,97,97.15,126.30,174.87,0,0,0.0
13.914,2.14786,2.15864,97,97.55,126.81,175.59,0,0,0.0
13.914,2.62036,2.38950,107,98.58,128.15,177.44,0,0,0.0
13.915,1.37237,1.88094,84,99.20,128.96,178.56,0,0,0.0
13.915,2.41266,2.14680,96,100.05,130.06,180.09,0,0,0.0
13.999,1.53439,1.84060,82,100.95,131.24,181.71,0,0,0.0
13.999,1.65214,1.74637,78,100.90,131.17,181.62,0,0,0.0
13.999,1.80020,1.77328,79,101.35,131.75,182.43,0,0,0.0
13.999,1.30663,1.53996,69,101.25,131.62,182.25,0,0,0.0
13.999,1.50384,1.52190,68,101.83,132.37,183.28,0,0,0.0
13.999,2.37032,1.94611,87,102.35,133.06,184.23,0,0,0.0
14.000,1.10839,1.52725,68,102.08,132.70,183.74,0,0,0.0
14.085,1.92610,1.72667,77,102.10,132.73,183.78,0,0,0.0
14.085,1.85365,1.79016,80,101.05,131.37,181.89,0,0,0.0
14.086,1.04627,1.41822,63,100.30,130.39,180.54,0,0,0.0
14.086,2.33874,1.87848,84,99.08,128.80,178.34,0,0,0.0
14.086,1.43966,1.65907,74,97.40,126.62,175.32,0,0,0.0
14.087,1.71160,1.68533,75,95.90,124.67,172.62,0,0,0.0
14.087,1.71939,1.70236,76,93.75,121.88,168.75,0,0,0.0
14.087,1.49598,1.59917,71,92.40,120.12,166.32,0,0,0.0
14.170,1.60004,1.59961,71,90.75,117.98,163.35,0,0,0.0
14.171,2.67829,2.13895,96,90.12,117.16,162.22,0,0,0.0
14.171,1.33497,1.73696,78,89.47,116.32,161.06,0,0,0.0
14.171,1.94820,1.84258,82,88.15,114.60,158.67,0,0,0.0
14.171,1.86805,1.85532,83,87.55,113.81,157.59,0,0,0.0
14.172,1.30338,1.57935,71,86.45,112.39,155.61,0,0,0.0
14.172,2.38219,1.98077,89,85.88,111.64,154.58,0,0,0.0
14.254,1.41608,1.69843,76,85.22,110.79,153.41,0,0,0.0
14.254,1.91038,1.80440,81,84.62,110.01,152.33,0,0,0.0
14.254,1.72022,1.76231,79,84.53,109.88,152.15,0,0,0.0
14.254,1.20744,1.48487,66,83.83,108.97,150.89,0,0,0.0
14.255,1.90409,1.69448,76,82.85,107.70,149.13,0,0,0.0
14.255,2.21068,1.95258,87,83.08,108.00,149.53,0,0,0.0
14.255,1.95773,1.95516,87,82.78,107.61,149.00,0,0,0.0
14.255,3.13338,2.54427,114,83.22,108.19,149.81,1,0,117.4
14.340,3.06263,2.80345,126,84.35,109.66,151.83,1,0,117.4
14.340,2.73452,2.76899,124,85.03,110.53,153.05,1,0,117.4
14.340,4.12590,3.44744,155,86.47,112.42,155.66,1,0,117.4
14.340,3.57032,3.50888,157,88.10,114.53,158.58,1,0,117.4
14.340,2.60400,3.05644,137,88.67,115.28,159.62,1,0,117.4
14.340,3.87642,3.46643,155,90.12,117.16,162.22,1,0,117.4
14.340,2.68658,3.07651,138,91.15,118.50,164.07,1,0,117.4
14.426,1.54111,2.30881,103,91.05,118.36,163.89,0,0,117.4
14.426,3.41063,2.85972,128,92.15,119.80,165.87,1,0,117.4
14.426,3.91802,3.38887,152,93.55,121.61,168.39,1,0,117.4
14.426,1.30296,2.34592,105,94.12,122.36,169.43,0,0,117.4
14.426,2.72852,2.53722,114,95.03,123.53,171.05,0,0,117.4
14.427,3.57530,3.05626,137,96.47,125.42,173.66,1,0,117.4
14.427,2.57634,2.81630,126,97.90,127.27,176.22,0,0,117.4
14.510,2.02801,2.42216,108,98.90,128.57,178.02,0,0,117.4
14.510,3.54042,2.98129,134,100.08,130.10,180.14,1,0,117.4
14.511,2.60410,2.79269,125,101.50,131.95,182.70,0,0,117.4
14.511,1.45693,2.12481,95,101.95,132.53,183.51,0,0,117.4
14.511,2.65417,2.38949,107,102.62,133.41,184.72,0,0,117.4
14.511,3.07224,2.73087,122,104.10,135.33,187.38,0,0,117.4
14.511,1.36651,2.04869,92,104.30,135.59,187.74,0,0,117.4
14.511,1.85324,1.95096,87,104.62,136.01,188.33,0,0,117.4
14.596,3.22712,2.58904,116,105.65,137.34,190.17,0,0,117.4
14.597,2.41839,2.50372,112,106.55,138.52,191.79,0,0,117.4
14.597,1.72328,2.11350,95,107.15,139.30,192.87,0,0,117.4
14.597,2.32230,2.21790,99,107.85,140.20,194.13,0,0,117.4
14.597,2.69546,2.45668,110,108.20,140.66,194.76,0,0,117.4
14.597,0.79835,1.62751,73,108.08,140.50,194.53,0,0,117.4
14.597,2.41085,2.01918,90,108.28,140.76,194.90,0,0,117.4
14.681,2.88481,2.45200,110,108.95,141.64,196.11,0,0,117.4
14.682,2.24151,2.34675,105,109.80,142.74,197.64,0,0,117.4
14.682,1.66047,2.00361,90,109.83,142.77,197.69,0,0,117.4
14.683,2.72551,2.36456,106,110.58,143.75,199.03,0,0,117.4
14.683,2.53956,2.45206,110,111.30,144.69,200.34,0,0,117.4
14.683,1.10982,1.78094,80,111.33,144.72,200.39,0,0,117.4
14.684,2.31870,2.04982,92,111.97,145.57,201.56,0,0,117.4
14.767,2.75918,2.40450,108,112.78,146.61,203.00,0,0,117.4
14.768,1.53808,1.97129,88,112.80,146.64,203.04,0,0,117.4
14.769,0.71997,1.34563,60,112.12,145.76,201.83,0,0,117.4
14.769,2.23370,1.78966,80,111.28,144.66,200.30,0,0,117.4
14.769,2.36801,2.07884,93,110.45,143.59,198.81,0,0,117.4
14.770,0.79570,1.43727,64,108.95,141.64,196.11,0,0,117.4
14.770,1.75230,1.59478,71,106.85,138.91,192.33,0,0,117.4
14.770,2.64457,2.11968,95,105.30,136.89,189.54,0,0,117.4
14.853,2.33816,2.22892,100,104.38,135.69,187.88,0,0,117.4
14.853,1.48419,1.85656,83,102.58,133.35,184.64,0,0,117.4
14.854,2.12073,1.98864,89,101.35,131.75,182.43,0,0,117.4
14.854,2.34268,2.16566,97,101.20,131.56,182.16,0,0,117.4
14.854,1.14996,1.65781,74,99.85,129.81,179.73,0,0,117.4
14.855,2.11510,1.88646,84,98.15,127.60,176.67,0,0,117.4
