elapsed_s,raw_bass,smoothed_b,scaled_b,mean_history,kick_ratio_needed,drop_ratio_needed,is_kick,is_drop,beat_bpm
1.029,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.029,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.029,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.114,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.114,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.115,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.116,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.116,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.116,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.117,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.117,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.198,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.198,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.198,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.198,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.198,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.198,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.198,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.284,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.284,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.284,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.284,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.284,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.284,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.284,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.369,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.370,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.370,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.371,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.371,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.371,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.371,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.371,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.455,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.455,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.455,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.455,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.455,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.455,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
1.456,0.00000,0.00000,0,1.00,1.30,1.80,0,0,0.0
